"rank","title","artist"
"1","La La La","Naughty Boy & Sam Smith"
"2","Get Lucky","Daft Punk"
"3","Blurred Lines","Robin Thicke"
"4","Wake Me Up!","Avicii"
"5","You Will Never Know","Imany"
"6","I Love It","Icona Pop"
"7","L'universo Tranne Noi","Max Pezzali"
"8","Play Hard","David Guetta"
"9","I'm In Love","Ola"
"10","Can't Hold Us","Macklemore, Ryan Lewis & Ray Dalton"
"11","Zalele","Claudia, Asu & Ticy"
"12","Isole Del Sud","Claudio Baglioni"
"13","Just Give Me A Reason","P!nk & Nate Ruess"
"14","Dimentico Tutto","Emma"
"15","Pronto A Correre","Marco Mengoni"
"16","My Head Is A Jungle","Wankelmut & Emma Louise"
"17","Mi Mi Mi","Serebro"
"18","Ti Porto Via Con Me","Jovanotti"
"19","Love Me Again","John Newman"
"20","Fino All'Estasi","Eros Ramazzotti & Nicole Scherzinger"
