"rank","title","artist"
"1","See You Again","Wiz Khalifa & Charlie Puth"
"2","Cheerleader","OMI"
"3","Lean On","Major Lazer, Snake & MO"
"4","Love Me Like You Do","Ellie Goulding"
"5","Firestone","Kygo & Conrad"
"6","Everytime","Kolors"
"7","L'Amore Eternit","Fedez"
"8","Want To Want Me","Jason Derulo"
"9","Uptown Funk!","Mark Ronson & Bruno Mars"
"10","Buon Viaggio","Cesare Cremonini"
"11","Sugar","Maroon 5"
"12","FourFiveSeconds","Rihanna, Kanye West & Paul McCartney"
"13","Hold My Hand","Jess Glynne"
"14","L'amore Esiste","Francesca Michielin"
"15","Take Me To Church","Hozier"
"16","El Mismo Sol","Alvaro Soler & Jennifer Lopez"
"17","Goodbye","Feder & Lyse"
"18","Esistendo","Briga"
"19","Thinking Out Loud","Ed Sheeran"
"20","Siamo Uguali","Lorenzo Fragola"
