"rank","title","artist"
"1","Mr. Saxobeat","Alexandra Stan"
"2","The Edge Of Glory","Lady Gaga"
"3","On The Floor","Jennifer Lopez & Pitbull"
"4","Danza Kuduro","Don Omar & Lucenzo"
"5","Set Fire To The Rain","Adele"
"6","Far L'Amore","Bob Sinclar & Raffaella Carra"
"7","Le Tasche Piene Di Sassi","Jovanotti"
"8","Where Them Girls At","David Guetta, Flo Rida & Nicki Minaj"
"9","Price Tag","Jessie J & B.o.B"
"10","Party Rock Anthem","LMFAO"
"11","Just Can't Get Enough","Black Eyed Peas"
"12","E.T.","Katy Perry"
"13","Arrivera","Emma & Moda"
"14","Diamante Lei E Luce Lui","Annalisa"
"16","Far L'Amore","Bob Sinclar & Raffaella Carra"
"16","Il Mare Immenso","Giusy Ferreri"
"17","Rolling In The Deep","Adele"
"18","Tutto L'amore Che Ho","Jovanotti"
"19","Just The Way You Are","Bruno Mars"
"20","Barbra Streisand","Duck Sauce"
