"rank","title","artist"
"1","Senza Pagare","J- AX & Fedez, T- Pain"
"2","Riccione","Thegiornalisti"
"3","Mi Gente","J Balvin & Willy William"
"4","Voglio Ballare Con Te","Baby K & Andres Dvicio"
"5","L'Esercito Del Selfie","Takagi & Ketra, Lorenzo Fragola & Arisa"
"6","El Party","Jake La Furia & Alessio La Profunda Melodia"
"7","Thunder","Imagine Dragons"
"8","More Than You Know","Axwell & Ingrosso"
"9","Despacito","Luis Fonsi & Daddy Yankee"
"10","Pamplona","Fabri Fibra & Thegiornalisti"
"11","Attention","Charlie Puth"
"12","Look What You Made Me Do","Taylor Swift"
"13","Tutto Per Una Ragione","Benji & Fede, Annalisa"
"14","No Vacancy","OneRepublic"
"15","Something Just Like This","Chainsmokers & Coldplay"
"16","Bene Ma Non Benissimo","Shade"
"17","There's Nothing Holdin' Me Back","Shawn Mendes"
"18","Lamborghini","Gue Pequeno & Sfera Ebbasta"
"19","Tran Tran","Sfera Ebbasta"
"20","Feels","Calvin Harris, Pharell Williams, Katy Perry & Big Sean"
