"rank","title","artist"
"1","Una Volta Ancora","Fred De Palma & Ana Mena"
"2","Fuori E Dentro","Gemitaiz, Madman & Tha Supreme"
"3","Pookie","Aya Nakamura"
"4","Yoshi","Machete, Dani Faiv, Tha Supreme & Fabri Fibra"
"5","Accetto Miracoli","Tiziano Ferro"
"6","Esagono","Gemitaiz, Madman & Salmo"
"7","Chiasso","Random & Zenit"
"8","Karate","Gemitaiz, Madman & Mahmood"
"9","Fiori","Gemitaiz, Madman, Marracash & Que Pequeno"
"10","Dove E Quando","Benji & Fede"
"11","Barrio","Mahmood"
"12","Come Me","Gemitaiz & Madman"
"13","Scatola Nera","Gemitaiz, Madman & Giorgia"
"14","Yees","Gemitaiz & Madman"
"15","Cin Cin","Alfa & Yanomi"
"16","Senorita","Shawn Mendes & Camila Cabello"
"17","Margarita","Elodie & Marracash"
"18","Che Ore Sono","Gemitaiz, Madman & Venerus"
"19","Non Avere Paura","Tommaso Paradiso"
"20","Californication","Gemitaiz & Madman"
