"rank","title","artist"
"1","Resta In Ascolto","Laura Pausini"
"2","Solo","Eamon"
"3","(Reach Up For The) Sunrise","Duran Duran"
"4","Leaving New York","R.E.M."
"5","Sick And Tired","Anastacia"
"6","Spider Man Theme","Michael Buble"
"7","Calma E Sangue Freddo","Luca Dirisio"
"8","Universal Prayer","Tiziano Ferro"
"9","Elefante","Verdena"
"10","F**k It","Eamon"
"11","Personal Jesus","Marilyn Manson"
"12","Bubblin'","Blue"
"13","My Place","Nelly & Jaheim"
"14","Slide Along Side","Shifty"
"15","You Had Me","Joss Stone"
"16","A Chi Mi Dice","Blue"
"17","Leave (Get Out)","JoJo"
"18","American Idiot","Green Day"
"19","Let's Get It Started","Black Eyed Peas"
"20","Gioia E Rivoluzione","Afterhours"
