"rank","title","artist"
"1","Torna A Casa","Maneskin"
"2","Cambiare Adesso","Dark Polo Gang"
"3","90MIN","Salmo"
"4","Splash","Dark Polo Gang"
"5","Toy Boy","Dark Polo Gang"
"6","Felicita Puttana","Thegiornalisti"
"7","Amore E Capoeira","Takagi & Ketra, Giusy Ferreri & Sean Kingston"
"8","Girls Like You","Maroon 5 & Cardi B"
"9","New York","Thegiornalisti"
"10","Taki Taki","DJ Snake, Ozuna, Selena Gomez & Cardi B"
"11","D'Estate Non Vale","Fred De Palma & Ana Mena"
"12","Trap Phone","Gue Pequeno & Capo Plaza"
"13","My Life Is Going On","Burak Yeter & Cecilia Krull"
"14","Promises","Calvin Harris & Sam Smith"
"15","Nera","Irama"
"16","2%","Gue Pequeno & Frah Quintale"
"17","Borsello","Gue Pequeno, Sfera Ebbasta & Drefgold"
"18","Da Zero A Cento","Baby K"
"19","In My Mind","Dynoro & Gigi D'Agostino"
"20","Tutto Tua Madre","J-AX"
