"rank","title","artist"
"1","Take Me To Church","Hozier"
"2","Guerriero","Marco Mengoni"
"3","Thinking Out Loud","Ed Sheeran"
"4","Magnifico","Fedez & Francesca Michielin"
"5","Uptown Funk!","Mark Ronson & Bruno Mars"
"6","Bailando","Enrique Iglesias"
"7","I'm An Albatraoz","AronChupa"
"8","Dangerous","David Guetta & Sam Martin"
"9","Chandelier","Sia"
"10","Sabato","Jovanotti"
"11","Elastic Heart","Sia, The Weeknd & Diplo"
"12","All Of Me","John Legend"
"13","Hold Back The River","James Bay"
"14","Outside","Calvin Harris & Ellie Goulding"
"15","Up","Olly Murs & Demi Lovato"
"16","Fade Out Lines","Avener"
"17","Love Me Harder","Ariana Grande & The Weeknd"
"18","Animals","Maroon 5"
"19","Firestone","Kygo & Conrad"
"20","I'm Not The Only One","Sam Smith"
