"rank","title","artist"
"1","Non Ti Scordar Mai Di Me","Giusy Ferreri"
"2","A Te","Jovanotti"
"3","I Kissed A Girl","Katy Perry"
"4","Give It 2 Me","Madonna"
"5","American Boy","Estelle & Kanye West"
"6","Viva La Vida","Coldplay"
"7","I'm Yours","Jason Mraz"
"8","Tu Lo Sai","Maurizio Cinesi"
"9","Badabum Cha Cha","Marracash"
"10","All Summer Long","Kid Rock"
"11","Quasi 40","Tiromancino"
"12","Let Me Out","Ben's Brother"
"13","Supernatural Superserious","R.E.M."
"14","Cammina Nel Sole","Gianluca Grignani"
"15","Eppure Mi Hai Cambiato La Vita","Fabrizio Moro"
"16","Tear Down These Houses","Skin"
"17","Carry You Home","James Blunt"
"18","A Ferro E Fuoco","Mario Venuti"
"19","Love Song","Sara Bareilles"
"20","Stop And Stare","OneRepublic"
