"rank","title","artist"
"1","El Perdon","Nicky Jam & Enrique Iglesias"
"2","El Mismo Sol","Alvaro Soler & Jennifer Lopez"
"3","Maria Salvador","J-AX"
"4","Lean On","Major Lazer, Snake & MO"
"5","Cheerleader","OMI"
"6","Don't Worry","Madcon & Ray Dalton"
"7","Firestone","Kygo & Conrad"
"8","See You Again","Wiz Khalifa & Charlie Puth"
"9","Want To Want Me","Jason Derulo"
"10","One Last Time","Ariana Grande"
"11","Buon Viaggio","Cesare Cremonini"
"12","Senza Fare Sul Serio","Malika Ayane"
"13","L'estate Addosso","Jovanotti"
"14","Hey Mama","David Guetta, Nicki Minaj & Afrojack"
"15","Waiting For Love","Avicii"
"16","L'Amore Eternit","Fedez"
"17","Headlights","Robin Schulz & Ilsey"
"18","Are You With Me","Lost Frequencies"
"19","Uptown Funk!","Mark Ronson & Bruno Mars"
"20","Love Me Like You Do","Ellie Goulding"
