"rank","title","artist"
"1","Grande Amore","Il Volo"
"2","Love Me Like You Do","Ellie Goulding"
"3","Fatti Avanti Amore","Nek"
"4","Take Me To Church","Hozier"
"5","Una Finestra Tra Le Stelle","Annalisa"
"6","Thinking Out Loud","Ed Sheeran"
"7","Straordinario","Chiara"
"8","Siamo Uguali","Lorenzo Fragola"
"9","Adesso E Qui (Nostalgico Presente)","Malika Ayane"
"10","Guerriero","Marco Mengoni"
"11","Uptown Funk!","Mark Ronson & Bruno Mars"
"12","Incanto","Tiziano Ferro"
"13","Magnifico","Fedez & Francesca Michielin"
"14","Bailando","Enrique Iglesias"
"15","Elastic Heart","Sia, The Weeknd & Diplo"
"16","Hold Back The River","James Bay"
"17","I'm An Albatraoz","AronChupa"
"18","Sabato","Jovanotti"
"19","Chandelier","Sia"
"20","Che Giorno E","Marco Masini"
