"rank","title","artist"
"1","On The Floor","Jennifer Lopez & Pitbull"
"2","Eh...Gia","Vasco Rossi"
"3","Le Tasche Piene Di Sassi","Jovanotti"
"4","Mr. Saxobeat","Alexandra Stan"
"5","Price Tag","Jessie J & B.o.B"
"6","Arrivera","Emma & Moda"
"7","Rolling In The Deep","Adele"
"8","Tranne Te","Fabri Fibra"
"9","Vuoto A Perdere","Noemi"
"10","Born This Way","Lady Gaga"
"11","Io Confesso","Mauro Giovanardi Ermanno & La Crus"
"12","Il Mare Immenso","Giusy Ferreri"
"13","Diamante Lei E Luce Lui","Annalisa"
"14","Tutto L'amore Che Ho","Jovanotti"
"15","Barbra Streisand","Duck Sauce"
"16","What's My Name?","Rihanna & Drake"
"17","Just The Way You Are","Bruno Mars"
"18","Follia D'Amore","Raphael Gualazzi"
"19","Hello","Martin Solveig"
"20","La Mia Storia Con Te","Alessandra Amoroso"
