"rank","title","artist"
"1","Hello","Adele"
"2","Ti Ho Voluto Bene Veramente","Marco Mengoni"
"3","What Do You Mean?","Justin Bieber"
"4","Roma Bangkok","Baby K & Giusy Ferreri"
"5","Arrivera L'Amore","Emma"
"6","Sorry","Justin Bieber"
"7","Sugar","Robin Schulz & Francesco Yates"
"8","21 Grammi","Fedez"
"9","Renegades","X Ambassadors"
"10","Marvin Gaye","Charlie Puth & Meghan Trainor"
"11","El Perdon","Nicky Jam & Enrique Iglesias"
"12","How Deep Is Your Love","Calvin Harris & Disciples"
"13","Can't Feel My Face","Weeknd"
"14","Lean On","Major Lazer, Snake & MO"
"15","Locked Away","R. City & Adam Levine"
"16","La Vita Come","Max Gazze"
"17","Luca Lo Stesso","Luca Carboni"
"18","Perfect","One Direction"
"19","On My Mind","Ellie Goulding"
"20","Waiting For Love","Avicii"
