"rank","title","artist"
"1","Can't Get You Out Of My Head","Kylie Minogue"
"2","Xdono","Tiziano Ferro"
"3","You Rock My World","Michael Jackson"
"4","E Ritorno Da Te","Laura Pausini"
"5","Eternity/Road To Mandalay","Robbie Williams"
"6","Tre Parole","Valeria Rossi"
"7","Analyse","Cranberries"
"8","Drops Of Jupiter (Tell Me)","Train"
"9","Infinito","RAF"
"10","Inside All The People","Planet Funk"
"11","Drowning","Backstreet Boys"
"12","It Takes A Fool To Remain Sane","Ark"
"13","L'amour Toujours","Gigi D'Agostino"
"14","Because I Got High","Afroman"
"15","Lady Marmalade","C. Aguilera , Mya & Pink"
"16","Baila","Zucchero"
"17","Let Me Blow Ya Mind","Eve & Gwen Stefani"
"18","Little L","Jamiroquai"
"19","Starlight","Supermen Lovers"
"20","Fallin'","Alicia Keys"
