"rank","title","artist"
"1","Roma Bangkok","Baby K & Giusy Ferreri"
"2","What Do You Mean?","Justin Bieber"
"3","Sugar","Robin Schulz & Francesco Yates"
"4","El Perdon","Nicky Jam & Enrique Iglesias"
"5","Renegades","X Ambassadors"
"6","21 Grammi","Fedez"
"7","Marvin Gaye","Charlie Puth & Meghan Trainor"
"8","Lean On","Major Lazer, Snake & MO"
"9","Can't Feel My Face","Weeknd"
"10","Maria Salvador","J-AX"
"11","Waiting For Love","Avicii"
"12","How Deep Is Your Love","Calvin Harris & Disciples"
"13","Cheerleader","OMI"
"14","Drag Me Down","One Direction"
"15","# Fuori C'e Il Sole","Lorenzo Fragola"
"16","El Mismo Sol","Alvaro Soler & Jennifer Lopez"
"17","Freedom","Pharrell Williams"
"18","Are You With Me","Lost Frequencies"
"19","Luca Lo Stesso","Luca Carboni"
"20","Firestone","Kygo & Conrad"
