"rank","title","artist"
"1","Senza Pagare","J- AX & Fedez, T- Pain"
"2","Riccione","Thegiornalisti"
"3","Voglio Ballare Con Te","Baby K & Andres Dvicio"
"4","Mi Gente","J Balvin & Willy William"
"5","L'Esercito Del Selfie","Takagi & Ketra, Lorenzo Fragola & Arisa"
"6","Despacito","Luis Fonsi & Daddy Yankee"
"7","Thunder","Imagine Dragons"
"8","Pamplona","Fabri Fibra & Thegiornalisti"
"9","El Party","Jake La Furia & Alessio La Profunda Melodia"
"10","Look What You Made Me Do","Taylor Swift"
"11","More Than You Know","Axwell & Ingrosso"
"12","Tutto Per Una Ragione","Benji & Fede, Annalisa"
"13","Attention","Charlie Puth"
"14","No Vacancy","OneRepublic"
"15","There's Nothing Holdin' Me Back","Shawn Mendes"
"16","Something Just Like This","Chainsmokers & Coldplay"
"17","Lamborghini","Gue Pequeno & Sfera Ebbasta"
"18","Bene Ma Non Benissimo","Shade"
"19","Wild Thoughts","DJ Khaled, Rihanna & Bryson Tiller"
"20","Happy Days","Ghali"
