"rank","title","artist"
"1","Malibu","Vegas Jones"
"2","X","Nicky Jam & J Balvin"
"3","God's Plan","Drake"
"4","Cara Italia","Ghali"
"5","These Days","Rudimental, Jess Glynne & Macklemore"
"6","Cupido","Sfera Ebbasta & Quavo"
"7","Questa Nostra Stupida Canzone D'Amore","Thegiornalisti"
"8","Rockstar","Sfera Ebbasta"
"9","Moriro Da Re","Maneskin"
"10","La Cintura","Alvaro Soler"
"11","Una Vita In Vacanza","Lo Stato Sociale"
"12","Pem Pem","Elettra Lamborghini"
"13","Perfect","Ed Sheeran"
"14","IDGAF","Dua Lipa"
"15","Sciroppo","Sfera Ebbasta & DrefGold"
"16","Sinno Me Moro","Noyz Narcos"
"17","Ricchi & Sempre","Sfera Ebbasta"
"18","Echame La Culpa","Luis Fonsi & Demi Lovato"
"19","No Roots","Alice Merton"
"20","La Musica Non C'e","Coez"
