"rank";"title";"artist"
"1";"Auto Blu";"Shiva & Eiffel 65"
"2";"Rinascero Rinascerai";"Roby Facchinetti"
"3";"Sport + Muscoli";"Marracash & Luche, Lazza, Paky & Taxi B"
"4";"Fiori Di Chernobyl";"Mr. Rain"
"5";"Blinding Lights";"Weeknd"
"6";"Bando";"Anna"
"7";"Good Times";"Ghali"
"8";"Roses";"SAINt JHN"
"9";"Rapide";"Mahmood"
"10";"Boogieman";"Ghali & Salmo"
"11";"Ringo Starr";"Pinguini Tattici Nucleari"
"12";"Don't Start Now";"Dua Lipa"
"13";"Tusa";"Karol G & Nicki Minaj"
"14";"Per Sentirmi Vivo";"Fasma & G G"
"15";"Fai Rumore";"Diodato"
"16";"Dance Monkey";"Tones And I"
"17";"Blun7 A Swishland";"Tha Supreme"
"18";"Physical";"Dua Lipa"
"19";"Viceversa";"Fransesco Gabbani"
"20";"Musica";"Elettra Lamborghini"
