"rank","title","artist"
"1","La Musica Non C'e","Coez"
"2","Oro & Argento","Gemitaiz"
"3","Lamborghini","Gue Pequeno & Sfera Ebbasta"
"4","Mi Gente","J Balvin & Willy William"
"5","Rockstar","Post Malone & 21 Savage"
"6","Senza Pagare","J- AX & Fedez, T- Pain"
"7","Fino All'Imbrunire","Negramaro"
"8","Me Rehuso","Danny Ocean"
"9","More Than You Know","Axwell & Ingrosso"
"10","What About Us","P!nk"
"11","Habibi","Ghali"
"12","Tran Tran","Sfera Ebbasta"
"13","Faccio Un Casino","Coez"
"14","What Lovers Do","Maroon 5 & SZA"
"15","El Party","Jake La Furia & Alessio La Profunda Melodia"
"16","Without You","Avicii & Sandro Cavazza"
"17","Friends","Justin Bieber & Blood Pop"
"18","Thunder","Imagine Dragons"
"19","Dusk Till Dawn","Zayn & Sia"
"20","New Rules","Dua Lipa"
