"rank","title","artist"
"1","7 Years","Lukas Graham"
"2","Faded","Alan Walker"
"3","Ginza","J Balvin"
"4","Hymn For The Weekend","Coldplay & Beyonce"
"5","Est-ce Que Tu M`aimes?","Maitre Gims"
"6","Work","Rihanna & Drake"
"7","Sorry","Justin Bieber"
"8","Stitches","Shawn Mendes"
"9","Fast Car","Jonas Blue & Dakota"
"10","Stressed Out","Twenty One Pilots"
"11","No Hero","Elisa"
"12","Nessun Grado Di Separazione","Francesca Michielin"
"13","Light It Up","Major Lazer, Nyla & Fuse Odg"
"14","Take Me Home","Jess Glynne"
"15","Love Yourself","Justin Bieber & Jaden Smith"
"16","Reality","Lost Frequencies & Janieck Devy"
"17","Pillowtalk","Zayn Malik"
"18","Adventure Of A Lifetime","Coldplay"
"19","What Do You Mean?","Justin Bieber"
"20","Cheap Thrills","Sia"
