"rank","title","artist"
"1","Il Pulcino Pio","Pulcino Pio"
"2","Balada ","Gusttavo Lima"
"3","Whistle","Flo Rida"
"4","P.E.S.","Club Dogo & Giuliano Palma"
"5","Call Me Maybe","Carly Rae Jepsen"
"6","She Wolf (Falling To Pieces)","David Guetta & Sia"
"7","Little Talks","Of Monsters And Men"
"8","Non Vivo Piu Senza Te","Biagio Antonacci"
"9","Hall Of Fame","Script & Will.i.am"
"10","Necessite Lunatica","Marco Carta"
"11","Mama Lover","Serebro"
"12","Some Nights","Fun."
"13","Come Un Pittore","Moda"
"14","Tu Mi Porti Su","Giorgia"
"15","Ma Cherie","DJ Antoine"
"16","Se Il Mondo Fosse","Emis Killa, Club Dogo, Jax & Marracash"
"17","Endless Summer","Oceana"
"18","Summer Paradise","Simple Plan & K'naan"
"19","Payphone","Maroon 5 & Wiz Khalifa"
"20","Drive By","Train"
