"rank";"title";"artist"
"1";"Calmo";"Shiva & Tha Supreme"
"2";"Blun7 A Swishland";"Tha Supreme"
"3";"Boogieman";"Ghali & Salmo"
"4";"Dance Monkey";"Tones And I"
"5";"Rapide";"Mahmood"
"6";"Blinding Lights";"Weeknd"
"7";"Ti Volevo Dedicare";"Rocco Hunt, J-AX & Boomdabash"
"8";"Che Poi";"Carl Brave"
"9";"Ansia No";"FSK Satellite, Taxi B, Chiello_FSK, Sapobully & Greg Willen"
"10";"Tutto Questo Sei Tu";"Ultimo"
"11";"Godzilla";"Eminem & Juice Wrld"
"12";"Bravi A Cadere";"Marracash"
"13";"Ritmo";"Black Eyed Peas"
"14";"Don't Start Now";"Dua Lipa"
"15";"Fuck 3X";"Tha Supreme"
"16";"Stu Core T'apparten";"Rocco Hunt"
"17";"Supreme (L'Ego)";"Marracash, Tha Supreme & Sfera Ebbasta"
"18";"Crudelia (I Nervi)";"Marracash"
"19";"La Mia Hit";"J-AX & Max Pezzali"
"20";"Boss";"Paky & Kermit"
