"rank","title","artist"
"1","Wake Me Up!","Avicii"
"2","Burn","Ellie Goulding"
"3","L'Anima Vola","Elisa"
"4","Roar","Katy Perry"
"5","You Will Never Know","Imany"
"6","Love Me Again","John Newman"
"7","Summertime Sadness","Lana Del Rey"
"8","Il Sale Della Terra","Ligabue"
"9","Wrecking Ball","Miley Cyrus"
"10","Gli Anni Della Gioventu","Claduio Baglioni"
"11","Amore Puro","Alessandra Amoroso"
"12","Come Un Eterno Addio","Claudio Baglioni"
"13","Gli Anni D'oro","Jake La Furia"
"14","Fisico & Politico","Luca Carboni & Fabri Fibra"
"15","Safe And Sound","Capital Cities"
"16","Applause","Lady Gaga"
"17","Quando Una Stella Muore","Giorgia"
"18","Bonfire Heart","James Blunt"
"19","Lose Yourself To Dance","Daft Punk & Pharrell Williams"
"20","Walking On Air","Katy Perry"
