"rank","title","artist"
"1","Novembre","Giusy Ferreri"
"2","Invece No","Laura Pausini"
"3","Alla Mia Eta","Tiziano Ferro"
"4","If I Were A Boy","Beyonce Knowles"
"5","Tutto L' Universo Obbedisce All","Franco Battiato"
"6","Per Fare A Meno Di Te","Giorgia"
"7","Il Cielo Ha Una Porta Sola","Biagio Antonacci"
"8","Viva La Vida","Coldplay"
"9","Non Ti Scordar Mai Di Me","Giusy Ferreri"
"10","I Kissed A Girl","Katy Perry"
"11","A Te","Jovanotti"
"12","Don't Believe In Love","Dido"
"13","All Summer Long","Kid Rock"
"14","Another World","Antony & The Johnsons"
"15","Ossigeno","RAF"
"16","C-lebrity","Queen & Paul Rodgers"
"17","Gioca Con Me","Vasco Rossi"
"18","I'm Yours","Jason Mraz"
"19","Superamore","Gigi D'alessio"
"20","The Perfect Boy","Cure"
