"rank","title","artist"
"1","Wake Me Up!","Avicii"
"2","Burn","Ellie Goulding"
"3","L'Anima Vola","Elisa"
"4","Roar","Katy Perry"
"5","Wrecking Ball","Miley Cyrus"
"6","Love Me Again","John Newman"
"7","Heartbreaker","Justin Bieber"
"8","You Will Never Know","Imany"
"9","Il Sale Della Terra","Ligabue"
"10","Summertime Sadness","Lana Del Rey"
"11","Quando Una Stella Muore","Giorgia"
"12","Solo Insieme Saremo Felici","Gianni Morandi"
"13","Amore Puro","Alessandra Amoroso"
"14","Sirens","Pearl Jam"
"15","Safe And Sound","Capital Cities"
"16","Gli Anni D'oro","Jake La Furia"
"17","Bonfire Heart","James Blunt"
"18","Fisico & Politico","Luca Carboni & Fabri Fibra"
"19","Lose Yourself To Dance","Daft Punk & Pharrell Williams"
"20","Royals","Lorde"
