"rank","title","artist"
"1","Tutto L'amore Che Ho","Jovanotti"
"2","Tranne Te","Fabri Fibra"
"3","La Notte","Moda"
"4","Firework","Katy Perry"
"5","Ogni Tanto","Gianna Nannini"
"6","The Time (Dirty Bit)","Black Eyed Peas"
"7","Hello","Martin Solveig"
"8","Barbra Streisand","Duck Sauce"
"9","Only Girl (In The World)","Rihanna"
"10","Hold My Hand","Michael Jackson & Akon"
"11","Loca","Shakira & El Cata"
"12","La Mia Storia Con Te","Alessandra Amoroso"
"13","Sole Nero","Litfiba"
"14","The Flood","Take That"
"15","Amore A Prima Vista","Simona Molinari"
"16","Just The Way You Are","Bruno Mars"
"17","Te Amo","Rihanna"
"18","Fantastic","My Own Key & Mara Maionchi"
"19","Replay","Iyaz"
"20","Airplanes","B.o.B"
