"rank","title","artist"
"1","TVTB","Fedez & Dark Polo Gang"
"2","E Sempre Bello","Coez"
"3","Calma (Remix)","Pedro Capo & Farruko"
"4","Il Cielo Nella Stanza","Salmo & Nstasia"
"5","Stamm Fort","Luche & Sfera Ebbasta"
"6","Hola (I Say)","Marco Mengoni & Tom Walker"
"7","Sweet But Psycho","Ava Max"
"8","7 Rings","Ariana Grande"
"9","Torna A Casa","Maneskin"
"10","Kim & Kanye","Fedez & Emis Killa"
"11","Stanza Singola","Franco126 & Tommaso Paradiso"
"12","Se Piovesse Il Tuo Nome","Elisa"
"13","Holding Out For You","Fedez & Zara Larsson"
"14","90MIN","Salmo"
"15","Baila Baila Baila","Ozuna"
"16","Posso","Carl Brave & Max Gazze"
"17","Happy Birthday","Sfera Ebbasta"
"18","Happier","Marshmello & Bastille"
"19","Cascare Nei Tuoi Occhi","Ultimo"
"20","La Fine Del Mondo","Anastasio"
