"rank","title","artist"
"1","La Vita E La Felicita","Michele Bravi"
"2","Stardust","Mika & Chiara"
"3","Let Her Go","Passenger"
"4","Ordinary Love","U2"
"5","Jubel","Klingande"
"6","Dimmi Che Non Passa","Violetta"
"7","Wrecking Ball","Miley Cyrus"
"8","Invisibili","Ape Escape"
"9","The Monster","Eminem & Rihanna"
"10","Story Of My Life","One Direction"
"11","Unconditionally","Katy Perry"
"12","All I Want For Christmas Is You","Mariah Carey"
"13","Quando Una Stella Muore","Giorgia"
"14","Summertime Sadness","Lana Del Rey"
"15","Burn","Ellie Goulding"
"16","I'm Your Sacrifice","Ozark Henry"
"17","Royals","Lorde"
"18","Tu Sei Lei","Ligabue"
"19","Talk Dirty","Jason Derulo & 2 Chainz"
"20","L'Amore Non Mi Basta","Emma"
