"rank","title","artist"
"1","The Saints Are Coming","U2 & Green Day"
"2","Io Canto","Laura Pausini"
"3","Patience","Take That"
"4","Jump","Madonna"
"5","Instabile","Nek"
"6","Ed Ero Contentissimo","Tiziano Ferro"
"7","Martyr","Depeche Mode"
"8","Sei Parte Di Me","Zero Assoluto"
"9","Lovelight","Robbie Williams"
"10","Illegal","Shakira"
"11","Stop The Clocks","Oasis"
"12","This Is Not Real Love","George Michael"
"13","I Juventini","Zalone Checco"
"14","Svegliarsi La Mattina","Zero Assoluto"
"15","Primo Appuntamento","Gigi D'alessio"
"16","Save Room","John Legend"
"17","Sexy Back","Justin Timberlake"
"18","I Don't Feel Like Dancin'","Scissor Sisters"
"19","Call Me When You're Sober","Evanescence"
"20","My Love","Justin Timberlake"
