"rank","title","artist"
"1","Perfect","Ed Sheeran"
"2","Diego Armando Maradona","Dark Polo Gang"
"3","La Musica Non C'e","Coez"
"4","Chosen","Maneskin"
"5","Irraggiungibile","Shade & Federica Carta"
"6","Havana","Camila Cabello & Young Thug"
"7","L'Isola","Emma"
"8","Echame La Culpa","Luis Fonsi & Demi Lovato"
"9","Leave A Light On","Tom Walker"
"10","L'Amore E","Enrico Nigiotti"
"11","Stavo Pensando A Te","Fabri Fibra"
"12","Rockstar","Post Malone & 21 Savage"
"13","Whatever It Takes","Imagine Dragons"
"14","Ipernova","Mr. Rain"
"15","Come Neve","Giorgia & Marco Mengoni"
"16","Poetica","Cesare Cremonini"
"17","Me Rehuso","Danny Ocean"
"18","Amorevole","Dark Polo Gang & Prynce"
"19","Shape Of You","Ed Sheeran"
"20","What Lovers Do","Maroon 5 & SZA"
