"rank","title","artist"
"1","A Sky Full Of Stars","Coldplay"
"2","Happy","Pharrell Williams"
"3","Changes","Faul"
"4","Rather Be","Clean Bandit & Jess Glynne"
"5","Magic","Coldplay"
"6","Stolen Dance","Milky Chance"
"7","Liar Liar","Cris Cab"
"8","Logico # 1","Cesare Cremonini"
"9","Domani E Un Altro Film","Dear Jack"
"10","Un Amore Cosi Grande 2014","Negramaro"
"11","Dark Horse","Katy Perry"
"12","I Got U","Duke Dumont & Jax Jones"
"13","Jubel","Klingande"
"14","Addicted To You","Avicii"
"15","Tous Les Memes","Stromae"
"16","Budapest","George Ezra"
"17","Counting Stars","OneRepublic"
"18","Demons","Imagine Dragons"
"19","Midnight","Coldplay"
"20","Hey Brother","Avicii"
