"rank","title","artist"
"1","Jambo","Takagi & Ketra, Omi & Giusy Ferreri"
"2","Ostia Lido","J-AX"
"3","Dove E Quando","Benji & Fede"
"4","Mambo Salentino","Boomdabash & Alessandra Amoroso"
"5","Calipso","Charlie Charles, Sfera Ebbasta, Mahmood & Fabri Fibra"
"6","Una Volta Ancora","Fred De Palma & Ana Mena"
"7","Senorita","Shawn Mendes & Camila Cabello"
"8","I Don't Care","Ed Sheeran & Justin Bieber"
"9","Playa","Baby K"
"10","Old Town Road","Lil Nas X"
"11","Piece Of Your Heart","Meduza & Goodboys"
"12","Bad Guy","Billie Eilish"
"13","Arrogante","Irama"
"14","Maradona Y Pele","Thegiornalisti"
"15","Con Calma","Daddy Yankee & Snow"
"16","Lento","Boro Boro & Mambolosco"
"17","Someone You Loved","Lewis Capaldi"
"18","Calma (Remix)","Pedro Capo & Farruko"
"19","Look Back At It","A Boogie Wit Da Hoodie"
"20","Corazon Morado","Elettra Lamborghini"
