"rank","title","artist"
"1","Someone Like You","Adele"
"2","Without You","David Guetta & Usher"
"3","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"4","Paradise","Coldplay"
"5","Mr. Saxobeat","Alexandra Stan"
"6","I Won't Let You Go","James Morrison"
"7","We Found Love","Rihanna & Calvin Harris"
"8","La Notte Dei Desideri","Jovanotti"
"9","E' L'amore Che Conta","Giorgia"
"10","Shimbalaye","Maria Gadu"
"11","Benvenuto","Laura Pausini"
"12","Brucero Per Te","Negrita"
"13","Stanza Vuota","Mone"
"14","Il Mio Giorno Migliore","Giorgia"
"15","Just Can't Get Enough","Black Eyed Peas"
"16","Set Fire To The Rain","Adele"
"17","Saro Libera","Emma"
"18","Il Piu' Grande Spettacolo Dopo Il Big Bang","Jovanotti"
"19","Back To Black","Amy Winehouse"
"20","Price Tag","Jessie J & B.o.B"
