"rank";"title";"artist"
"1";"Blun7 A Swishland";"Tha Supreme"
"2";"Soldi In Nero";"Shiva & Sfera Ebbasta"
"3";"Dance Monkey";"Tones And I"
"4";"Supreme (L'Ego)";"Marracash, Tha Supreme & Sfera Ebbasta"
"5";"Crudelia (I Nervi)";"Marracash"
"6";"Fuck 3X";"Tha Supreme"
"7";"Ritmo";"Black Eyed Peas"
"8";"Ti Volevo Dedicare";"Rocco Hunt, J-AX & Boomdabash"
"9";"Non Avere Paura";"Tommaso Paradiso"
"10";"Pookie (Remix)";"Aya Nakamura & Capo Plaza"
"11";"Bravi A Cadere";"Marracash"
"12";"m12ano";"Tha Supreme & Mara Sattei"
"13";"Sw1n6o";"Tha Supreme & Salmo"
"14";"Memories";"Maroon 5"
"15";"Barrio";"Mahmood"
"16";"Madame (L'Anima)";"Marracash & Madame"
"17";"Una Volta Ancora";"Fred De Palma & Ana Mena"
"18";"occh1 purpl3";"Tha Supreme & Marracash"
"19";"Don't Start Now";"Dua Lipa"
"20";"Chiasso";"Random & Zenit"
