"rank";"title";"artist"
"1";"Karaoke";"Boomdabash & Alessandra Amoroso"
"2";"Mediterranea";"Irama"
"3";"Non Mi Basta Piu";"Baby K & Chiara"
"4";"M' Manc";"Shablo, Geolier & Sfera Ebbasta"
"5";"A Un Passo Dalla Luna";"Rocco Hunt & Ana Mena"
"6";"Savage Love";"Jawsh 685 & Jason Derulo"
"7";"Breaking Me";"Topic & A7S"
"8";"Bimbi Per Strada";"Fedez & Robert Miles"
"9";"Mamacita";"Black Eyed Peas, Ozuna & J.Rey Soul"
"10";"Superclassico";"Ernia"
"11";"Sono Un Bravo Ragazzo Un Po Fuori Di Testa";"Random"
"12";"Paloma";"Fred De Palma & Anitta"
"13";"Roses";"SAINt JHN"
"14";"Dorado";"Mahmood, Sfera Ebbasta & Feid"
"15";"Good Times";"Ghali"
"16";"Rockstar";"DaBaby & Roddy Ricch"
"17";"Guarana";"Elodie"
"18";"Ciclone";"Takagi & Ketra, Elodie, Mariah, Gipsy King, Nicolas Reyes, Tonino Baliardo"
"19";"Spigoli";"Carl Brave, Mara Sattei & Tha Supreme"
"20";"Chico";"Gue Pequeno, Rose Villain & Luche"
