"rank","title","artist"
"1","Salvami","Gianna Nannini"
"2","I Gotta Feeling","Black Eyed Peas"
"3","Ma Il Cielo E Sempre Piu Blu","Giusy Ferreri"
"4","Bodies","Robbie Williams"
"5","L' Amore Si Odia","Noemi & Fiorella Mannoia"
"6","Bad Romance","Lady Gaga"
"7","Ti Vorrei Sollevare","Elisa"
"8","She Wolf","Shakira"
"9","Senza Nuvole","Alessandra Amoroso"
"10","Resto Dell Idea","Marco Carta"
"11","Ad Ogni Costo","Vasco Rossi"
"12","Estranei A Partire Da Ieri","Alessandra Amoroso"
"13","Haven't Met You Yet","Michael Buble"
"14","Paparazzi","Lady Gaga"
"15","Russian Roulette","Rihanna"
"16","Want","Natalie Imbruglia"
"17","Because Of You","Skunk Anansie"
"18","Sexy B****","David Guetta & Akon"
"19","When Love Takes Over","David Guetta & Kelly Rowland"
"20","I Know You Want Me (Calle Ocho)","Pitbull"
