"rank","title","artist"
"1","It's Raining Men","Geri Halliwell"
"2","Me Gustas Tu","Manu Chao"
"3","Bucatini Disco Dance","Bonolis & Laurenti"
"4","Infinito","RAF"
"5","Crying At The Discoteque","Alcazar"
"6","Candela","Chayanne"
"7","Clint Eastwood","Gorillaz"
"8","Bella Vera","883"
"9","Down Down Down","Lollipop"
"10","Uptown Girl","Westlife"
"11","Tre Parole","Valeria Rossi"
"12","Salta-la Bomba Remix","King Africa"
"13","Imitation Of Life","R.E.M."
"14","Spaceman","Verdena"
"15","What Took You So Long?","Emma Bunton"
"16","It Takes A Fool To Remain Sane","Ark"
"17","Sing","Travis"
"18","Starlight","Supermen Lovers"
"19","Survivor","Destiny's Child"
"20","Lucky (in My Life)","Eiffel 65"
