"rank","title","artist"
"1","El Mismo Sol","Alvaro Soler & Jennifer Lopez"
"2","Maria Salvador","J-AX"
"3","Cheerleader","OMI"
"4","See You Again","Wiz Khalifa & Charlie Puth"
"5","Lean On","Major Lazer, Snake & MO"
"6","One Last Time","Ariana Grande"
"7","El Perdon","Nicky Jam & Enrique Iglesias"
"8","Firestone","Kygo & Conrad"
"9","Want To Want Me","Jason Derulo"
"10","Senza Fare Sul Serio","Malika Ayane"
"11","L'Amore Eternit","Fedez"
"12","Love Me Like You Do","Ellie Goulding"
"13","Take Me To Church","Hozier"
"14","Uptown Funk!","Mark Ronson & Bruno Mars"
"15","L'amore Esiste","Francesca Michielin"
"16","Are You With Me","Lost Frequencies"
"17","FourFiveSeconds","Rihanna, Kanye West & Paul McCartney"
"18","Hold My Hand","Jess Glynne"
"19","Hey Mama","David Guetta, Nicki Minaj & Afrojack"
"20","Sugar","Maroon 5"
