"rank","title","artist"
"1","Bailando","Enrique Iglesias"
"2","Senza Scappare Mai Piu","Tiziano Ferro"
"3","Chandelier","Sia"
"4","Prayer In C (Robin Schulz Remix)","Lilly Wood & Prick"
"5","Geronimo","Sheppard"
"6","All About That Bass","Meghan Trainor"
"7","Blame","Calvin Harris & John Newman"
"8","All Of Me","John Legend"
"9","A Sky Full Of Stars","Coldplay"
"10","The Days","Avicii"
"11","Boom Clap","Charli XCX"
"12","Lovers On The Sun","David Guetta & Sam Martin"
"13","Shake It Off","Taylor Swift"
"14","Maps","Maroon 5"
"15","My Type","Saint Motel"
"16","When The Beat Drops Out","Marlon Roudette"
"17","Rude","Magic!"
"18","Break Free","Ariana Grande & Zedd"
"19","Fragili","Club Dogo & Arisa"
"20","Hideaway","Kiesza"
