"rank","title","artist"
"1","Domani (21 Aprile 2009)","Artisti Uniti Per L' Abruzzo"
"2","Indietro","Tiziano Ferro"
"3","Thriller","Michael Jackson"
"4","Heal The World","Michael Jackson"
"5","You Are Not Alone","Michael Jackson"
"6","Obsessed","Mariah Carey"
"7","Billie Jean","Michael Jackson"
"8","Poker Face","Lady Gaga"
"9","When Love Takes Over","David Guetta & Kelly Rowland"
"10","Black Or White","Michael Jackson"
"11","Per Dimenticare","Zero Assoluto"
"12","Parla Con Me","Eros Ramazzotti"
"13","Know Your Enemy","Green Day"
"14","Not Fair","Lily Allen"
"15","I Know You Want Me (Calle Ocho)","Pitbull"
"16","Jai Ho (You Are My Destiny)","A. R. Rahman & Pussycat Dolls"
"17","Wonderful","Gary Go"
"18","Boom Boom Pow","Black Eyed Peas"
"19","Dopo Di Me","Valerio Scanu"
"20","Lala Song","Bob Sinclar"
