"rank","title","artist"
"1","Hello","Adele"
"2","What Do You Mean?","Justin Bieber"
"3","Ti Ho Voluto Bene Veramente","Marco Mengoni"
"4","Sorry","Justin Bieber"
"5","Roma Bangkok","Baby K & Giusy Ferreri"
"6","Locked Away","R. City & Adam Levine"
"7","Sugar","Robin Schulz & Francesco Yates"
"8","Adventure Of A Lifetime","Coldplay"
"9","Hotline Bling","Drake"
"10","Reality","Lost Frequencies & Janieck Devy"
"11","21 Grammi","Fedez"
"12","La Vita Come","Max Gazze"
"13","How Deep Is Your Love","Calvin Harris & Disciples"
"14","Marvin Gaye","Charlie Puth & Meghan Trainor"
"15","Focus","Ariana Grande"
"16","Renegades","X Ambassadors"
"17","On My Mind","Ellie Goulding"
"18","Love Yourself","Justin Bieber & Jaden Smith"
"19","El Perdon","Nicky Jam & Enrique Iglesias"
"20","Can't Feel My Face","Weeknd"
