"rank","title","artist"
"1","L'Uomo Piu Semplice","Vasco Rossi"
"2","Scream & Shout","Will.i.am & Britney Spears"
"3","I Follow Rivers","Lykke Li"
"4","Try","P!nk"
"5","What I Might Do","Ben Pearce"
"6","Locked Out Of Heaven","Bruno Mars"
"7","Diamonds","Rihanna"
"8","Due Respiri","Chiara"
"9","Ho Hey","Lumineers"
"10","Scelgo Me","Marco Carta"
"11","Where Are We Now?","David Bowie"
"12","Die Young","Ke$ha"
"13","Gangnam Style","PSY"
"14","Tensione Evolutiva","Jovanotti"
"15","Don't You Worry Child","Swedish House Mafia & John Martin"
"16","Un Angelo Disteso Al Sole","Eros Ramazzotti"
"17","Musica","Fly Project"
"18","100000 Parole D'Amore","Davide"
"19","Non Sono L'Unica","Cixi"
"20","Endless Summer","Oceana"
