"rank","title","artist"
"1","Danza Kuduro","Don Omar & Lucenzo"
"2","Mr. Saxobeat","Alexandra Stan"
"3","Every Teardrop Is A Waterfall","Coldplay"
"4","Il Piu' Grande Spettacolo Dopo Il Big Bang","Jovanotti"
"5","Set Fire To The Rain","Adele"
"6","On The Floor","Jennifer Lopez & Pitbull"
"7","Party Rock Anthem","LMFAO"
"8","Give Me Everything","Pitbull"
"9","Rabiosa","Shakira & Pitbull"
"10","The Lazy Song","Bruno Mars"
"11","Basta Cosi","Negramaro & Elisa"
"12","Price Tag","Jessie J & B.o.B"
"13","Arrivera","Emma & Moda"
"14","Diamante Lei E Luce Lui","Annalisa"
"15","Il Mare Immenso","Giusy Ferreri"
"16","Just Can't Get Enough","Black Eyed Peas"
"17","E.T.","Katy Perry"
"18","Just The Way You Are","Bruno Mars"
"19","Rolling In The Deep","Adele"
"20","Barbra Streisand","Duck Sauce"
