"rank","title","artist"
"1","Good Times","Ghali"
"2","Fiori Di Chernobyl","Mr. Rain"
"3","Bando","Anna"
"4","Roses","SAINt JHN"
"5","Auto Blu","Shiva & Eiffel 65"
"6","Death Bed","Powfu & Beabadoobee"
"7","Blinding Lights","Weeknd"
"8","The Scotts","Travis Scott & Kid Cudi"
"9","Cacao","Ghali & Pyrex"
"10","Toosie Slide","Drake"
"11","Le Feste Di Pablo","Cara & Fedez"
"12","Tusa","Karol G & Nicki Minaj"
"13","Machete Mob","Dani Faiv & Lazza"
"14","Rapide","Mahmood"
"15","Chega","Gaia"
"16","Boogieman","Ghali & Salmo"
"17","Dilemme","Lous And The Yakuza, Tha Supreme & Mara Sattei"
"18","Ringo Starr","Pinguini Tattici Nucleari"
"19","Nena","Boro Boro, Geolier & Andry The Hitmaker"
"20","Blun7 A Swishland","Tha Supreme"
