"rank","title","artist"
"1","Italiana","J-AX & Fedez"
"2","Tesla","Capo Plaza, Sfera Ebbasta & DrefGold"
"3","Peace & Love","Charlie Charles, Sfera Ebbasta & Ghali"
"4","Zingarello","Ghali & Sick Luke"
"5","La Cintura","Alvaro Soler"
"6","Fotografia","Carl Brave, Francesca Michielin & Fabri Fibra"
"7","Questa Nostra Stupida Canzone D'Amore","Thegiornalisti"
"8","Davide","Gemitaiz & Coez"
"9","X","Nicky Jam & J Balvin"
"10","One Kiss","Calvin Harris & Dua Lipa"
"11","These Days","Rudimental, Jess Glynne & Macklemore"
"12","Flames","David Guetta & Sia"
"13","Paracetamolo","Calcutta"
"14","British","Dark Polo Gang"
"15","Malibu","Vegas Jones"
"16","Crazy","Lost Frequencies & Zonderling"
"17","Cupido","Sfera Ebbasta & Quavo"
"18","Pesto","Calcutta"
"19","Moriro Da Re","Maneskin"
"20","Ne E Valsa La Pena","Capo Plaza & Ghali"
