"rank","title","artist"
"1","Controvento","Arisa"
"2","Happy","Pharrell Williams"
"3","Jubel","Klingande"
"4","Vivendo Adesso","Francesco Renga"
"5","Nu Juorno Buono","Rocco Hunt"
"6","Hey Brother","Avicii"
"7","Let Her Go","Passenger"
"8","Bagnati Dal Sole","Noemi"
"9","Timber","Pitbull & Ke$ha"
"10","Budapest","George Ezra"
"11","Demons","Imagine Dragons"
"12","Father And Son","Cat Stevens"
"13","Stolen Dance","Milky Chance"
"14","Ti Porto A Cena Con Me","Giusy Ferreri"
"15","Tous Les Memes","Stromae"
"16","Rather Be","Clean Bandit & Jess Glynne"
"17","Heart To Heart","James Blunt"
"18","1977","Ana Tijoux"
"19","Counting Stars","OneRepublic"
"20","Liberi O No","Raphael Gualazzi & The Bloody Beetroots"
