"rank","title","artist"
"1","Infinito","RAF"
"2","Tre Parole","Valeria Rossi"
"3","It's Raining Men","Geri Halliwell"
"4","Elevation","U2"
"5","Bucatini Disco Dance","Bonolis & Laurenti"
"6","Lady Marmalade","C. Aguilera , Mya & Pink"
"7","Me Gustas Tu","Manu Chao"
"8","Crying At The Discoteque","Alcazar"
"9","Candela","Chayanne"
"10","It Takes A Fool To Remain Sane","Ark"
"11","Che C'e'","Antonello Venditti"
"12","Ti Prendo E Ti Porto Via","Vasco Rossi"
"13","There You'll Be","Faith Hill"
"14","Clint Eastwood","Gorillaz"
"15","Sing","Travis"
"16","Bella Vera","883"
"17","Un' Estate Fa","Delta V"
"18","Starlight","Supermen Lovers"
"19","Bootylicious","Destiny's Child"
"20","Uptown Girl","Westlife"
