"rank","title","artist"
"1","Arrivera","Emma & Moda"
"2","On The Floor","Jennifer Lopez & Pitbull"
"3","Eh...Gia","Vasco Rossi"
"4","Tranne Te","Fabri Fibra"
"5","Chiamami Ancora Amore","Roberto Vecchioni"
"6","Rolling In The Deep","Adele"
"7","Yanez","Davide Van De Sfroos"
"8","Born This Way","Lady Gaga"
"9","Tutto L'amore Che Ho","Jovanotti"
"10","Vuoto A Perdere","Noemi"
"11","Io Confesso","Mauro Giovanardi Ermanno & La Crus"
"12","Follia D'Amore","Raphael Gualazzi"
"13","Barbra Streisand","Duck Sauce"
"14","What's My Name?","Rihanna & Drake"
"15","La Mia Storia Con Te","Alessandra Amoroso"
"16","Just The Way You Are","Bruno Mars"
"17","Airplanes","B.o.B"
"18","Replay","Iyaz"
"19","Loca","Shakira & El Cata"
"20","The Flood","Take That"
