"rank","title","artist"
"1","La Canzone Nostra","Mace, Blanco & Salmo"
"2","Chiamami Per Nome","Francesca Michielin & Fedez"
"3","Je Ne Sais Pas","Lous And The Yakuza, Sfera Ebbasta & Shablo"
"4","Venere E Marte","Takagi & Ketra, Marco Mengoni & Frah Quintale"
"5","Ferma A Guardare","Ernia & Pinguini Tattici Nucleari"
"6","Save Your Tears","Weeknd"
"7","Voce","Madame"
"8","Lady","Sangiovanni"
"9","Scooby Doo","Pinguini Tattici Nucleari"
"10","Hecha Pa'Mi","Boza"
"11","Destri","Gazzelle"
"12","Dieci","Annalisa"
"13","No Cap","Emis Killa, Jake La Furia & Geolier"
"14","Zitti E Buoni","Maneskin"
"15","Baby","Sfera Ebbasta & J Balvin"
"16","Dakiti","Bad Bunny & Jhay Cortez"
"17","Superclassico","Ernia"
"18","Musica Leggerissima","Colapesce & Dimartino"
"19","A Un Passo Dalla Luna","Rocco Hunt & Ana Mena"
"20","Concedimi","Matteo Romano"
