"rank","title","artist"
"1","Despacito","Luis Fonsi & Daddy Yankee"
"2","Senza Pagare","J- AX & Fedez, T- Pain"
"3","Volare","Fabio Rovazzi & Gianni Morandi"
"4","Sfera Ebbasta","Tran Tran"
"5","Pamplona","Fabri Fibra & Thegiornalisti"
"6","Something Just Like This","Chainsmokers & Coldplay"
"7","Shape Of You","Ed Sheeran"
"8","Happy Days","Ghali"
"9","Symphony","Clean Bandit & Zara Larsson"
"10","Attention","Charlie Puth"
"11","Subeme La Radio","Enrique Iglesias, Descemer Bueno, Zion & Lennox"
"12","2U","David Guetta & Justin Bieber"
"13","Voglio Ballare Con Te","Baby K & Andres Dvicio"
"14","Thunder","Imagine Dragons"
"15","Swalla","Jason Derulo, Nicki Minaj & Ty Dolla $ign"
"16","No Lie","Sean Paul & Dua Lipa"
"17","Lento/Veloce","Tiziano Ferro"
"18","Galway Girl","Ed Sheeran"
"19","Tra Le Granite E Le Granate","Francesco Gabbani"
"20","Be Mine","Ofenbach"
