"rank","title","artist"
"1","X","Nicky Jam & J Balvin"
"2","Malibu","Vegas Jones"
"3","La Cintura","Alvaro Soler"
"4","These Days","Rudimental, Jess Glynne & Macklemore"
"5","Mic Check","Noyz Narcos & Salmo"
"6","Casa Mia","Noyz Narcos, Luche & Capo Plaza"
"7","No Roots","Alice Merton"
"8","Questa Nostra Stupida Canzone D'Amore","Thegiornalisti"
"9","Cara Italia","Ghali"
"10","God's Plan","Drake"
"11","Borotalco","Noyz Narcos, Carl Brave & Franco 126"
"12","Cupido","Sfera Ebbasta & Quavo"
"13","IDGAF","Dua Lipa"
"14","Non Cambiero Mai","Capo Plaza"
"15","Pem Pem","Elettra Lamborghini"
"16","Moriro Da Re","Maneskin"
"17","Tanta Roba Anthem","Gemitaiz & Gue Pequeno"
"18","Perfect","Ed Sheeran"
"19","Sputapalline","Noyz Narcos & Coez"
"20","Rockstar","Sfera Ebbasta"
