"rank","title","artist"
"1","Le Feste Di Pablo","Cara & Fedez"
"2","Auto Blu","Shiva & Eiffel 65"
"3","Fiori Di Chernobyl","Mr. Rain"
"4","Good Times","Ghali"
"5","Roses","SAINt JHN"
"6","Blinding Lights","Weeknd"
"7","Toosie Slide","Drake"
"8","Bando","Anna"
"9","Rapide","Mahmood"
"10","Tusa","Karol G & Nicki Minaj"
"11","Death Bed","Powfu & Beabadoobee"
"12","Dilemme","Lous And The Yakuza, Tha Supreme & Mara Sattei"
"13","Boogieman","Ghali & Salmo"
"14","Ringo Starr","Pinguini Tattici Nucleari"
"15","Nena","Boro Boro, Geolier & Andry The Hitmaker"
"16","Chega","Gaia"
"17","Dance Monkey","Tones And I"
"18","Don't Start Now","Dua Lipa"
"19","Fai Rumore","Diodato"
"20","Blun7 A Swishland","Tha Supreme"
