"rank","title","artist"
"1","Blun7 A Swishland","Tha Supreme"
"2","Dance Monkey","Tones And I"
"3","Fuck 3X","Tha Supreme"
"4","Sw1n6o","Tha Supreme & Salmo"
"5","Supreme (L'Ego)","Marracash, Tha Supreme & Sfera Ebbasta"
"6","m12ano","Tha Supreme & Mara Sattei"
"7","Crudelia (I Nervi)","Marracash"
"8","occh1 purpl3","Tha Supreme & Marracash"
"9","no14","Tha Supreme & Dani Faiv"
"10","come fa1","Tha Supreme"
"11","ch1 5ei te","Tha Supreme"
"12","Ritmo","Black Eyed Peas"
"13","Ti Volevo Dedicare","Rocco Hunt, J-AX & Boomdabash"
"14","2ollipop","Tha Supreme"
"15","gua10","Tha Supreme & Lazza"
"16","6itch","Tha Supreme & Nitro"
"17","m8nstar","Tha Supreme"
"18","pers0na2","Tha Supreme, Gemitaiz & Madman"
"19","parano1a k1d","Tha Supreme & Fabri Fibra"
"20","scuol4","Tha Supreme"
