"rank","title","artist"
"1","Yoshi","Machete, Dani Faiv, Tha Supreme & Fabri Fibra"
"2","Senorita","Shawn Mendes & Camila Cabello"
"3","Dove E Quando","Benji & Fede"
"4","Jambo","Takagi & Ketra, Omi & Giusy Ferreri"
"5","Ho Paura Di Uscire 2","Machete, Salmo & Lazza"
"6","Ostia Lido","J-AX"
"7","Una Volta Ancora","Fred De Palma & Ana Mena"
"8","Mambo Salentino","Boomdabash & Alessandra Amoroso"
"9","Marylean","Machete, Salmo, Nitro & Marracash"
"10","Calipso","Charlie Charles, Sfera Ebbasta, Mahmood & Fabri Fibra"
"11","Playa","Baby K"
"12","Bad Guy","Billie Eilish"
"13","Piece Of Your Heart","Meduza & Goodboys"
"14","I Don't Care","Ed Sheeran & Justin Bieber"
"15","Lento","Boro Boro & Mambolosco"
"16","Arrogante","Irama"
"17","Star Wars","Machete, Fabri Fibra & Massimo Pericolo"
"18","Loco Contigo","DJ Snake & J Balvin, Tyga"
"19","Old Town Road","Lil Nas X"
"20","Margarita","Elodie & Marracash"
