"rank","title","artist"
"1","Nessun Grado Di Separazione","Francesca Michielin"
"2","Ginza","J Balvin"
"3","Un Giorno Mi Dirai","Stadio"
"4","Est-ce Que Tu M`aimes?","Maitre Gims"
"5","Sorry","Justin Bieber"
"6","Finalmente Piove","Valerio Scanu"
"7","Infinite Volte","Lorenzo Fragola"
"8","Stitches","Shawn Mendes"
"9","7 Years","Lukas Graham"
"10","Quando Sono Lontano","Clementino"
"11","Wake Up","Rocco Hunt"
"12","Noi Siamo Infinito","Alessio Bernabei"
"13","Reality","Lost Frequencies & Janieck Devy"
"14","Amen","Francesco Gabbani"
"15","Take Me Home","Jess Glynne"
"16","Cieli Immensi","Patty Pravo"
"17","Adventure Of A Lifetime","Coldplay"
"18","No Hero","Elisa"
"19","Guardando Il Cielo","Arisa"
"20","Love Yourself","Justin Bieber & Jaden Smith"
