"rank","title","artist"
"1","L'essenziale","Marco Mengoni"
"2","I Follow Rivers","Lykke Li"
"3","Amami","Emma"
"4","Pompeii","Bastille"
"5","Thrift Shop","Macklemore, Ryan Lewis & Wanz"
"6","Just Give Me A Reason","P!nk & Nate Ruess"
"7","Scream & Shout","Will.i.am & Britney Spears"
"8","I See You","Jutty Ranx"
"9","Sotto Casa","Max Gazze"
"10","La Nuova Stella Di Broadway","Cesare Cremonini"
"11","Harlem Shake","Baauer"
"12","Non Passerai","Marco Mengoni"
"13","Ho Hey","Lumineers"
"14","Due Respiri","Chiara"
"15","Musica","Fly Project"
"16","Cigno Nero","Fedez & Francesca Michielin"
"17","100000 Parole D'Amore","Davide"
"18","One Way Or Another (Teenage Kicks)","One Direction"
"19","Un Angelo Disteso Al Sole","Eros Ramazzotti"
"20","Tensione Evolutiva","Jovanotti"
