"rank","title","artist"
"1","Roma Bangkok","Baby K & Giusy Ferreri"
"2","El Perdon","Nicky Jam & Enrique Iglesias"
"3","Maria Salvador","J-AX"
"4","El Mismo Sol","Alvaro Soler & Jennifer Lopez"
"5","Lean On","Major Lazer, Snake & MO"
"6","# Fuori C'e Il Sole","Lorenzo Fragola"
"7","Cheerleader","OMI"
"8","L'estate Addosso","Jovanotti"
"9","Don't Worry","Madcon & Ray Dalton"
"10","Waiting For Love","Avicii"
"11","Firestone","Kygo & Conrad"
"12","Want To Want Me","Jason Derulo"
"13","Are You With Me","Lost Frequencies"
"14","See You Again","Wiz Khalifa & Charlie Puth"
"15","Summer","Federico Giova & Jazze Pha"
"16","Hey Mama","David Guetta, Nicki Minaj & Afrojack"
"17","Io Ti Aspetto","Marco Mengoni"
"18","Buon Viaggio","Cesare Cremonini"
"19","Senza Fare Sul Serio","Malika Ayane"
"20","Can't Feel My Face","Weeknd"
