"rank","title","artist"
"1","Despacito","Luis Fonsi & Daddy Yankee"
"2","Senza Pagare","J- AX & Fedez, T- Pain"
"3","Volare","Fabio Rovazzi & Gianni Morandi"
"4","Happy Days","Ghali"
"5","Shape Of You","Ed Sheeran"
"6","Ricchi Dentro","Ghali"
"7","Subeme La Radio","Enrique Iglesias, Descemer Bueno, Zion & Lennox"
"8","Something Just Like This","Chainsmokers & Coldplay"
"9","Pamplona","Fabri Fibra & Thegiornalisti"
"10","Habibi","Ghali"
"11","Symphony","Clean Bandit & Zara Larsson"
"12","No Lie","Sean Paul & Dua Lipa"
"13","Believer","Imagine Dragons"
"14","Lacrime","Ghali"
"15","It Ain't Me","Kygo & Selena Gomez"
"16","Swalla","Jason Derulo, Nicki Minaj & Ty Dolla $ign"
"17","Attention","Charlie Puth"
"18","Sign Of The Times","Harry Styles"
"19","Be Mine","Ofenbach"
"20","Milano","Ghali"
