"rank","title","artist"
"1","Bailando","Enrique Iglesias"
"2","Magnifico","Fedez & Francesca Michielin"
"3","Guerriero","Marco Mengoni"
"4","Chandelier","Sia"
"5","Take Me To Church","Hozier"
"6","Dangerous","David Guetta & Sam Martin"
"7","All About That Bass","Meghan Trainor"
"8","Parole Di Cristallo","Valerio Scanu"
"9","Prayer In C (Robin Schulz Remix)","Lilly Wood & Prick"
"10","Fade Out Lines","Avener"
"11","Do They Know It's Christmas? (2014)","Band Aid 30"
"12","Geronimo","Sheppard"
"13","Thinking Out Loud","Ed Sheeran"
"14","Blame","Calvin Harris & John Newman"
"15","The Days","Avicii"
"16","Animals","Maroon 5"
"17","All Of Me","John Legend"
"18","I'm Not The Only One","Sam Smith"
"19","Generazione Bho","Fedez"
"20","A Sky Full Of Stars","Coldplay"
