"rank","title","artist"
"1","Ginza","J Balvin"
"2","Est-ce Que Tu M`aimes?","Maitre Gims"
"3","7 Years","Lukas Graham"
"4","Faded","Alan Walker"
"5","Hymn For The Weekend","Coldplay & Beyonce"
"6","Work","Rihanna & Drake"
"7","Stitches","Shawn Mendes"
"8","Sorry","Justin Bieber"
"9","Nessun Grado Di Separazione","Francesca Michielin"
"10","No Hero","Elisa"
"11","Fast Car","Jonas Blue & Dakota"
"12","Stressed Out","Twenty One Pilots"
"13","Take Me Home","Jess Glynne"
"14","Reality","Lost Frequencies & Janieck Devy"
"15","Adventure Of A Lifetime","Coldplay"
"16","Pillowtalk","Zayn Malik"
"17","Love Yourself","Justin Bieber & Jaden Smith"
"18","What Do You Mean?","Justin Bieber"
"19","Locked Away","R. City & Adam Levine"
"20","Light It Up","Major Lazer, Nyla & Fuse Odg"
