"rank","title","artist"
"1","Rolling In The Deep","Adele"
"2","Tutto L'amore Che Ho","Jovanotti"
"3","Tranne Te","Fabri Fibra"
"4","Barbra Streisand","Duck Sauce"
"5","La Vita E' Uno Specchio","Ghost"
"6","Vuoto A Perdere","Noemi"
"7","Firework","Katy Perry"
"8","Grenade","Bruno Mars"
"9","Ogni Tanto","Gianna Nannini"
"10","What's My Name?","Rihanna & Drake"
"11","La Mia Storia Con Te","Alessandra Amoroso"
"12","Just The Way You Are","Bruno Mars"
"13","Hello","Martin Solveig"
"14","Loca","Shakira & El Cata"
"15","Replay","Iyaz"
"16","Airplanes","B.o.B"
"17","The Flood","Take That"
"18","Te Amo","Rihanna"
"19","Sole Nero","Litfiba"
"20","Amore A Prima Vista","Simona Molinari"
