"rank","title","artist"
"1","Rolling In The Deep","Adele"
"2","Tutto L'amore Che Ho","Jovanotti"
"3","Tranne Te","Fabri Fibra"
"4","Ogni Tanto","Gianna Nannini"
"5","Firework","Katy Perry"
"6","Barbra Streisand","Duck Sauce"
"7","La Vita E' Uno Specchio","Ghost"
"8","Hello","Martin Solveig"
"9","L'amore Non Ha Religione","Zalone Checco"
"10","What's My Name?","Rihanna & Drake"
"11","La Mia Storia Con Te","Alessandra Amoroso"
"12","The Flood","Take That"
"13","Just The Way You Are","Bruno Mars"
"14","Loca","Shakira & El Cata"
"15","Amore A Prima Vista","Simona Molinari"
"16","Replay","Iyaz"
"17","Sole Nero","Litfiba"
"18","Te Amo","Rihanna"
"19","Airplanes","B.o.B"
"20","Fantastic","My Own Key & Mara Maionchi"
