"rank","title","artist"
"1","Wake Me Up!","Avicii"
"2","You Will Never Know","Imany"
"3","Love Me Again","John Newman"
"4","Safe And Sound","Capital Cities"
"5","La La La","Naughty Boy & Sam Smith"
"6","Blurred Lines","Robin Thicke"
"7","Zalele","Claudia, Asu & Ticy"
"8","Get Lucky","Daft Punk"
"9","In Un'Altra Vita","Claudio Baglioni"
"10","Estate","Jovanotti"
"11","Mi Mi Mi","Serebro"
"12","Play Hard","David Guetta"
"13","I'm In Love","Ola"
"14","Can't Hold Us","Macklemore, Ryan Lewis & Ray Dalton"
"15","Dimentico Tutto","Emma"
"16","Pronto A Correre","Marco Mengoni"
"17","L'universo Tranne Noi","Max Pezzali"
"18","I Love It","Icona Pop"
"19","I Need Your Love","Calvin Harris & Ellie Goulding"
"20","My Head Is A Jungle","Wankelmut & Emma Louise"
