"rank","title","artist"
"1","Gigolo","Lazza & Sfera Ebbasta, Capo Plaza"
"2","Dance Monkey","Tones And I"
"3","Una Volta Ancora","Fred De Palma & Ana Mena"
"4","Pookie","Aya Nakamura"
"5","Non Avere Paura","Tommaso Paradiso"
"6","Ti Volevo Dedicare","Rocco Hunt, J-AX & Boomdabash"
"7","Yoshi","Machete, Dani Faiv, Tha Supreme & Fabri Fibra"
"8","Chiasso","Random & Zenit"
"9","Barrio","Mahmood"
"10","Duemila Volte","Marco Mengoni"
"11","Highest In The Room","Travis Scott"
"12","Dove E Quando","Benji & Fede"
"13","Cin Cin","Alfa & Yanomi"
"14","Non Sto Piu In Zona","Shiva & Pyrex"
"15","Twerk","Mambolosco & Boro Boro"
"16","Lento","Boro Boro & Mambolosco"
"17","Senorita","Shawn Mendes & Camila Cabello"
"18","Margarita","Elodie & Marracash"
"19","Bossoli","Shiva"
"20","Accetto Miracoli","Tiziano Ferro"
